Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,153.88,154.39,152.61,153.71,153.71,48813305
2019-01-03,154.18,154.76,151.64,152.93,152.93,58190161
2019-01-04,152.72,155.56,152.45,154.02,154.02,72530284
2019-01-07,154.57,158.30,154.43,156.84,156.84,64079389
2019-01-08,156.32,157.48,155.90,156.55,156.55,46207042
2019-01-09,156.78,159.88,156.78,158.16,158.16,88719153
2019-01-10,158.02,158.02,154.49,156.77,156.77,67747963
2019-01-11,159.47,161.22,159.47,160.34,160.34,61054978
2019-01-14,160.01,160.01,158.24,159.25,159.25,35311736
2019-01-15,159.76,160.05,158.29,158.86,158.86,46628934
2019-01-16,159.34,161.33,157.97,159.91,159.91,85720966
2019-01-17,160.61,163.73,160.34,161.95,161.95,57456470
2019-01-18,162.05,162.05,160.76,161.39,161.39,46416862
2019-01-21,161.08,162.67,159.35,160.45,160.45,80229165
2019-01-22,162.26,164.05,162.26,162.89,162.89,46897718
2019-01-23,162.59,162.59,160.41,161.47,161.47,40096537
2019-01-24,163.97,167.03,163.97,165.54,165.54,52128031
2019-01-25,164.66,164.66,161.84,163.17,163.17,47023217
2019-01-28,164.87,167.01,164.87,166.16,166.16,39406989
2019-01-29,164.27,164.27,161.80,163.23,163.23,83102617
2019-01-30,164.22,168.31,164.22,166.81,166.81,57513285
2019-01-31,166.24,167.34,164.87,166.07,166.07,89301085
2019-02-01,165.74,168.44,165.74,166.79,166.79,71688372
2019-02-04,167.12,168.95,167.12,167.81,167.81,70203541
2019-02-05,167.12,169.67,165.79,168.26,168.26,54004499
2019-02-06,168.41,170.14,168.16,169.35,169.35,71976528
2019-02-07,169.05,171.98,168.99,170.30,170.30,76171731
2019-02-08,169.72,172.31,169.08,170.70,170.70,77077288
2019-02-11,171.71,172.86,171.71,172.35,172.35,66928103
2019-02-12,172.22,175.29,172.19,173.97,173.97,67340624
2019-02-13,174.81,175.30,170.78,172.67,172.67,44473911
2019-02-14,172.74,174.01,171.88,173.12,173.12,73601240
2019-02-15,172.36,172.36,170.81,171.59,171.59,66496501
2019-02-18,174.79,179.31,174.79,176.66,176.66,84111117
2019-02-19,176.53,177.93,176.53,177.31,177.31,60292963
2019-02-20,177.35,179.07,176.06,177.83,177.83,66328987
2019-02-21,176.95,176.95,174.43,175.52,175.52,67347860
2019-02-22,176.52,179.01,176.52,178.06,178.06,43718420
2019-02-25,178.37,179.20,176.59,177.47,177.47,44451029
2019-02-26,177.97,180.72,177.94,179.59,179.59,73600069
2019-02-27,178.78,180.00,177.87,178.96,178.96,80379001
2019-02-28,179.83,183.22,179.83,181.12,181.12,82897969
2019-03-01,180.39,183.37,179.73,181.32,181.32,37904634
2019-03-04,181.18,181.18,179.75,180.43,180.43,62310658
2019-03-05,182.48,184.18,182.48,183.45,183.45,40333149
2019-03-06,183.06,183.52,179.82,181.72,181.72,39409836
2019-03-07,180.80,185.03,180.80,182.55,182.55,52236799
2019-03-08,182.71,183.59,181.02,182.74,182.74,83452579
2019-03-11,182.32,182.90,181.40,181.99,181.99,54455812
2019-03-12,181.70,181.82,179.12,180.76,180.76,36901174
2019-03-13,181.46,184.19,181.46,182.34,182.34,82470294
2019-03-14,182.88,183.44,180.24,181.38,181.38,63826570
2019-03-15,181.36,183.78,180.77,182.59,182.59,58909126
2019-03-18,182.54,182.99,180.75,181.52,181.52,51525924
2019-03-19,181.91,184.32,181.91,182.80,182.80,70396414
2019-03-20,180.17,180.17,176.56,178.86,178.86,53772502
2019-03-21,183.09,184.74,183.09,183.80,183.80,66508502
2019-03-22,183.59,183.59,180.76,182.56,182.56,42403759
2019-03-25,182.15,183.47,179.68,181.93,181.93,71973866
2019-03-26,180.62,180.62,177.88,179.45,179.45,72790366
2019-03-27,179.76,181.38,179.58,180.69,180.69,53380398
2019-03-28,182.42,183.42,182.42,182.93,182.93,45429288
2019-03-29,183.07,184.76,182.20,183.12,183.12,66748978
2019-04-01,182.44,182.44,180.97,181.62,181.62,51778282
2019-04-02,182.22,183.35,180.53,182.13,182.13,68454664
2019-04-03,181.73,183.98,181.73,182.89,182.89,64607316
2019-04-04,182.77,183.12,181.17,182.33,182.33,76829624
2019-04-05,182.34,183.26,181.22,182.36,182.36,88496253
2019-04-08,182.77,183.99,178.71,181.48,181.48,49455289
2019-04-09,180.52,182.78,180.23,181.88,181.88,47083839
2019-04-10,182.10,184.43,180.62,182.18,182.18,59324570
2019-04-11,182.21,183.40,180.61,182.26,182.26,75573913
2019-04-12,183.17,184.52,180.14,182.07,182.07,86121472
2019-04-15,182.44,182.44,178.56,180.75,180.75,40821245
2019-04-16,181.66,183.36,181.26,182.12,182.12,61954602
2019-04-17,182.25,184.07,182.25,183.19,183.19,82434807
2019-04-18,184.26,185.48,182.64,183.62,183.62,78963829
2019-04-19,184.32,184.32,181.02,183.09,183.09,86621376
2019-04-22,184.11,184.52,179.40,182.23,182.23,73811493
2019-04-23,183.58,186.46,183.58,184.77,184.77,49793892
2019-04-24,183.40,183.40,180.16,181.89,181.89,41800238
2019-04-25,181.29,183.90,181.29,182.86,182.86,67875365
2019-04-26,184.68,185.35,181.98,183.79,183.79,62505752
2019-04-29,182.90,182.90,181.38,182.05,182.05,62637041
2019-04-30,181.56,182.65,180.58,181.71,181.71,66510150
2019-05-01,182.52,184.78,182.29,183.05,183.05,39863272
2019-05-02,183.11,183.64,180.80,182.15,182.15,51429540
2019-05-03,182.73,185.10,181.93,183.83,183.83,70263394
2019-05-06,182.73,182.73,180.96,181.64,181.64,53412794
2019-05-07,181.85,183.69,181.50,182.49,182.49,54145897
